date,CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP,year,month,day,hour,minute,traffic
2024-03-06,1.64,65.0,139.0,74.0,10.0,82.0,43.0,33.0,5.0,19.0,24.0,1.1,2024,3,6,10,0,0.75
2024-03-06,1.15,27.0,99.0,71.0,28.0,91.0,48.0,28.0,5.0,22.0,95.0,1.6,2024,3,6,11,0,0.91
2024-03-06,0.73,5.0,41.0,36.0,70.0,80.0,46.0,23.0,3.0,23.0,102.0,2.1,2024,3,6,12,0,0.77
2024-03-06,0.82,2.0,35.0,33.0,106.0,64.0,38.0,20.0,3.0,25.0,127.0,3.0,2024,3,6,13,0,0.91
2024-03-06,0.65,1.0,22.0,22.0,116.0,74.0,43.0,18.0,2.0,27.0,111.0,2.8,2024,3,6,14,0,0.9
2024-03-06,0.54,0.0,16.0,16.0,99.0,75.0,39.0,16.0,2.0,29.0,,3.0,2024,3,6,15,0,1.0
2024-03-06,0.56,1.0,21.0,20.0,98.0,51.0,14.0,14.0,2.0,29.0,84.0,,2024,3,6,16,0,0.91
2024-03-06,0.55,0.0,19.0,18.0,98.0,56.0,17.0,14.0,1.0,29.0,130.0,3.1,2024,3,6,17,0,1.0
2024-03-06,0.88,1.0,37.0,37.0,40.0,71.0,18.0,22.0,1.0,25.0,136.0,3.1,2024,3,6,20,0,0.93
2024-03-06,0.78,0.0,37.0,36.0,36.0,58.0,18.0,24.0,1.0,24.0,147.0,2.7,2024,3,6,21,0,1.0
2024-03-06,0.77,0.0,34.0,33.0,36.0,51.0,20.0,25.0,1.0,23.0,133.0,2.5,2024,3,6,22,0,1.0
2024-03-06,0.82,1.0,41.0,40.0,24.0,48.0,20.0,26.0,1.0,22.0,136.0,1.9,2024,3,6,23,0,1.0
2024-03-07,0.91,28.0,72.0,44.0,6.0,23.0,11.0,20.0,0.0,21.0,98.0,1.0,2024,3,7,0,0,1.0
2024-03-07,0.83,2.0,46.0,43.0,13.0,38.0,21.0,30.0,1.0,20.0,163.0,1.3,2024,3,7,1,0,1.0
2024-03-07,0.94,11.0,59.0,48.0,7.0,42.0,21.0,33.0,1.0,20.0,190.0,1.4,2024,3,7,2,0,1.0
2024-03-07,0.65,1.0,34.0,33.0,16.0,42.0,24.0,35.0,1.0,19.0,179.0,1.3,2024,3,7,3,0,1.0
2024-03-07,0.72,5.0,42.0,37.0,9.0,31.0,14.0,39.0,1.0,18.0,195.0,1.3,2024,3,7,4,0,1.0
2024-03-07,0.63,7.0,41.0,34.0,10.0,40.0,23.0,40.0,1.0,18.0,209.0,1.3,2024,3,7,5,0,1.0
2024-03-07,1.01,30.0,73.0,42.0,2.0,38.0,24.0,42.0,2.0,17.0,182.0,1.3,2024,3,7,6,0,1.0
2024-03-07,1.64,78.0,123.0,45.0,2.0,43.0,28.0,43.0,2.0,17.0,195.0,0.8,2024,3,7,7,0,0.99
2024-03-07,2.86,144.0,194.0,50.0,3.0,48.0,28.0,42.0,4.0,18.0,175.0,1.0,2024,3,7,8,0,0.74
2024-03-07,1.31,43.0,87.0,45.0,12.0,61.0,23.0,35.0,2.0,19.0,140.0,1.3,2024,3,7,9,0,0.84
2024-03-07,1.27,31.0,92.0,61.0,22.0,50.0,24.0,30.0,2.0,21.0,117.0,2.1,2024,3,7,10,0,0.95
2024-03-07,0.7,6.0,35.0,28.0,50.0,57.0,27.0,18.0,1.0,24.0,125.0,2.5,2024,3,7,11,0,0.85
2024-03-07,0.43,3.0,17.0,15.0,63.0,48.0,19.0,12.0,1.0,27.0,134.0,2.2,2024,3,7,12,0,0.83
2024-03-07,0.48,2.0,17.0,15.0,76.0,45.0,15.0,10.0,1.0,29.0,148.0,3.0,2024,3,7,13,0,0.56
2024-03-07,0.43,1.0,13.0,12.0,79.0,52.0,10.0,9.0,1.0,30.0,141.0,3.6,2024,3,7,14,0,0.86
2024-03-07,0.48,1.0,15.0,14.0,82.0,50.0,15.0,9.0,1.0,31.0,145.0,4.3,2024,3,7,15,0,0.89
2024-03-07,0.51,0.0,15.0,14.0,81.0,59.0,10.0,11.0,1.0,31.0,147.0,5.3,2024,3,7,16,0,0.9
2024-03-07,0.49,1.0,15.0,14.0,68.0,66.0,14.0,14.0,1.0,30.0,144.0,5.4,2024,3,7,17,0,0.98
2024-03-07,0.48,1.0,17.0,16.0,56.0,71.0,13.0,16.0,0.0,29.0,159.0,4.5,2024,3,7,18,0,0.96
2024-03-07,0.48,0.0,14.0,14.0,52.0,54.0,13.0,20.0,0.0,26.0,,5.0,2024,3,7,19,0,0.9
2024-03-07,0.59,2.0,23.0,22.0,38.0,54.0,16.0,20.0,0.0,25.0,168.0,4.0,2024,3,7,20,0,1.0
2024-03-07,0.67,3.0,29.0,25.0,28.0,100.0,84.0,20.0,0.0,24.0,172.0,2.8,2024,3,7,21,0,1.0
2024-03-07,0.73,2.0,38.0,35.0,17.0,26.0,9.0,18.0,0.0,23.0,164.0,1.7,2024,3,7,22,0,1.0
2024-03-07,0.67,1.0,34.0,33.0,18.0,28.0,12.0,17.0,0.0,22.0,151.0,1.7,2024,3,7,23,0,1.0
2024-03-08,1.39,30.0,93.0,64.0,5.0,59.0,29.0,19.0,2.0,23.0,291.0,1.3,2024,3,8,0,0,1.0
2024-03-08,0.98,44.0,92.0,48.0,4.0,20.0,8.0,21.0,1.0,19.0,2.0,1.7,2024,3,8,1,0,1.0
2024-03-08,0.8,38.0,83.0,45.0,2.0,32.0,16.0,21.0,1.0,19.0,36.0,0.9,2024,3,8,2,0,1.0
2024-03-08,1.13,94.0,139.0,44.0,2.0,24.0,14.0,27.0,2.0,18.0,54.0,0.6,2024,3,8,3,0,1.0
2024-03-08,1.26,94.0,138.0,44.0,2.0,31.0,17.0,29.0,3.0,17.0,58.0,1.1,2024,3,8,4,0,1.0
2024-03-08,1.59,123.0,167.0,44.0,3.0,40.0,25.0,31.0,3.0,17.0,184.0,0.9,2024,3,8,5,0,1.0
2024-03-08,1.68,123.0,164.0,40.0,2.0,38.0,21.0,32.0,3.0,16.0,158.0,1.3,2024,3,8,6,0,1.0
2024-03-08,3.21,231.0,275.0,44.0,3.0,38.0,20.0,31.0,5.0,16.0,226.0,0.7,2024,3,8,7,0,0.98
2024-03-08,3.44,275.0,327.0,53.0,3.0,54.0,32.0,31.0,6.0,16.0,4.0,0.7,2024,3,8,8,0,0.84
2024-03-08,2.55,235.0,311.0,75.0,3.0,63.0,24.0,27.0,7.0,18.0,84.0,1.7,2024,3,8,9,0,0.73
2024-03-08,1.98,90.0,173.0,83.0,10.0,82.0,38.0,18.0,3.0,20.0,110.0,1.3,2024,3,8,10,0,0.97
2024-03-08,1.49,28.0,109.0,80.0,33.0,66.0,34.0,11.0,1.0,24.0,132.0,,2024,3,8,11,0,0.76
2024-03-08,0.77,9.0,53.0,44.0,56.0,54.0,28.0,2.0,1.0,27.0,97.0,1.7,2024,3,8,12,0,0.77
2024-03-08,0.71,8.0,47.0,39.0,66.0,32.0,17.0,0.0,1.0,29.0,135.0,,2024,3,8,13,0,0.82
2024-03-08,0.66,5.0,42.0,37.0,80.0,23.0,12.0,0.0,1.0,31.0,61.0,1.8,2024,3,8,14,0,0.93
2024-03-08,0.68,3.0,36.0,32.0,87.0,31.0,17.0,0.0,1.0,32.0,90.0,1.7,2024,3,8,15,0,0.91
2024-03-08,0.62,2.0,26.0,24.0,85.0,14.0,13.0,0.0,2.0,32.0,233.0,2.5,2024,3,8,16,0,0.98
2024-03-08,0.63,7.0,29.0,22.0,53.0,31.0,13.0,0.0,1.0,33.0,216.0,4.0,2024,3,8,17,0,0.85
2024-03-08,0.75,12.0,38.0,27.0,34.0,39.0,14.0,1.0,1.0,32.0,238.0,4.2,2024,3,8,18,0,1.0
2024-03-08,0.97,12.0,51.0,39.0,27.0,25.0,7.0,4.0,1.0,30.0,239.0,3.0,2024,3,8,19,0,0.95
2024-03-08,0.88,2.0,43.0,42.0,34.0,30.0,10.0,14.0,0.0,27.0,132.0,2.2,2024,3,8,20,0,1.0
2024-03-08,1.07,14.0,75.0,61.0,19.0,43.0,18.0,17.0,1.0,25.0,93.0,1.3,2024,3,8,21,0,1.0
2024-03-08,1.65,26.0,111.0,84.0,3.0,50.0,21.0,19.0,1.0,24.0,136.0,,2024,3,8,22,0,1.0
2024-03-08,1.58,27.0,93.0,66.0,3.0,64.0,31.0,22.0,1.0,23.0,185.0,1.9,2024,3,8,23,0,1.0
2024-03-09,0.62,3.0,34.0,31.0,15.0,,,43.0,10.0,20.0,292.0,3.8,2024,3,9,0,0,1.0
2024-03-09,1.5,37.0,96.0,59.0,2.0,53.0,20.0,22.0,2.0,21.0,176.0,1.6,2024,3,9,1,0,1.0
2024-03-09,1.32,27.0,81.0,53.0,2.0,55.0,26.0,25.0,2.0,20.0,227.0,1.2,2024,3,9,2,0,1.0
2024-03-09,1.46,39.0,92.0,53.0,2.0,56.0,29.0,27.0,2.0,19.0,201.0,1.0,2024,3,9,3,0,1.0
2024-03-09,1.02,14.0,58.0,45.0,6.0,48.0,26.0,29.0,1.0,18.0,173.0,1.7,2024,3,9,4,0,1.0
2024-03-09,1.12,33.0,78.0,44.0,4.0,49.0,28.0,32.0,1.0,17.0,319.0,0.7,2024,3,9,5,0,1.0
2024-03-09,2.2,102.0,154.0,51.0,2.0,50.0,29.0,35.0,3.0,17.0,285.0,,2024,3,9,6,0,1.0
2024-03-09,1.82,97.0,143.0,46.0,2.0,64.0,34.0,31.0,3.0,16.0,336.0,1.1,2024,3,9,7,0,1.0
2024-03-09,2.15,151.0,203.0,53.0,2.0,66.0,44.0,33.0,5.0,16.0,141.0,1.4,2024,3,9,8,0,1.0
2024-03-09,1.69,71.0,129.0,58.0,8.0,85.0,44.0,26.0,3.0,19.0,187.0,1.0,2024,3,9,9,0,1.0
2024-03-09,1.34,30.0,97.0,67.0,24.0,61.0,31.0,22.0,2.0,21.0,74.0,1.4,2024,3,9,10,0,0.79
2024-03-09,1.51,37.0,141.0,104.0,31.0,68.0,38.0,18.0,4.0,24.0,69.0,1.6,2024,3,9,11,0,0.91
2024-03-09,1.18,17.0,101.0,84.0,54.0,96.0,60.0,11.0,3.0,26.0,77.0,1.8,2024,3,9,12,0,0.82
2024-03-09,0.69,6.0,47.0,41.0,74.0,82.0,54.0,3.0,2.0,28.0,131.0,1.9,2024,3,9,13,0,0.9
2024-03-09,0.55,3.0,31.0,28.0,95.0,42.0,24.0,1.0,1.0,30.0,76.0,2.2,2024,3,9,14,0,0.91
2024-03-09,0.53,1.0,26.0,25.0,108.0,30.0,16.0,1.0,1.0,31.0,10.0,2.2,2024,3,9,15,0,0.93
2024-03-09,0.49,0.0,19.0,19.0,116.0,38.0,23.0,1.0,1.0,32.0,98.0,1.9,2024,3,9,16,0,0.96
2024-03-09,0.5,1.0,22.0,21.0,97.0,29.0,15.0,2.0,1.0,32.0,123.0,2.8,2024,3,9,17,0,0.99
2024-03-09,0.54,3.0,26.0,23.0,64.0,39.0,15.0,6.0,1.0,31.0,133.0,3.9,2024,3,9,18,0,0.99
2024-03-09,0.69,2.0,30.0,28.0,51.0,59.0,17.0,7.0,1.0,29.0,186.0,3.0,2024,3,9,19,0,1.0
2024-03-09,0.76,1.0,34.0,34.0,46.0,48.0,22.0,11.0,1.0,26.0,145.0,2.3,2024,3,9,20,0,0.88
2024-03-09,0.79,0.0,37.0,36.0,33.0,53.0,29.0,14.0,1.0,24.0,148.0,1.9,2024,3,9,22,0,1.0
2024-03-09,0.98,7.0,54.0,47.0,11.0,35.0,16.0,26.0,2.0,23.0,270.0,1.9,2024,3,9,23,0,1.0
2024-03-10,1.17,,,,,56.0,31.0,38.0,,21.0,338.0,1.1,2024,3,10,0,0,1.0
2024-03-10,0.67,3.0,32.0,29.0,15.0,61.0,14.0,55.0,30.0,18.0,300.0,3.4,2024,3,10,1,0,1.0
2024-03-10,0.63,2.0,29.0,27.0,15.0,50.0,16.0,59.0,24.0,17.0,279.0,2.5,2024,3,10,2,0,1.0
2024-03-10,0.61,2.0,26.0,24.0,16.0,58.0,36.0,62.0,25.0,16.0,289.0,2.0,2024,3,10,3,0,1.0
2024-03-10,0.61,2.0,27.0,25.0,13.0,56.0,36.0,63.0,19.0,16.0,2.0,1.6,2024,3,10,4,0,1.0
2024-03-10,0.64,7.0,37.0,31.0,4.0,57.0,39.0,70.0,12.0,14.0,107.0,1.4,2024,3,10,5,0,1.0
2024-03-10,0.8,20.0,56.0,36.0,1.0,50.0,32.0,72.0,17.0,14.0,101.0,1.5,2024,3,10,6,0,1.0
2024-03-10,0.82,38.0,76.0,38.0,1.0,57.0,42.0,75.0,25.0,13.0,104.0,1.4,2024,3,10,7,0,1.0
2024-03-10,0.94,72.0,109.0,37.0,2.0,61.0,45.0,72.0,22.0,14.0,90.0,1.1,2024,3,10,8,0,0.83
2024-03-10,1.08,39.0,77.0,37.0,7.0,63.0,40.0,66.0,19.0,15.0,38.0,1.3,2024,3,10,9,0,0.96
2024-03-10,0.99,22.0,63.0,41.0,20.0,69.0,44.0,56.0,18.0,18.0,74.0,1.4,2024,3,10,10,0,1.0
2024-03-10,0.86,13.0,55.0,42.0,40.0,74.0,48.0,47.0,18.0,20.0,58.0,1.6,2024,3,10,11,0,0.87
2024-03-10,0.8,2.0,30.0,28.0,103.0,76.0,52.0,26.0,7.0,26.0,99.0,2.1,2024,3,10,13,0,0.77
2024-03-10,0.49,2.0,15.0,13.0,67.0,81.0,54.0,15.0,2.0,29.0,159.0,3.8,2024,3,10,14,0,0.91
2024-03-10,0.35,2.0,10.0,8.0,44.0,40.0,9.0,11.0,1.0,30.0,165.0,6.0,2024,3,10,15,0,1.0
2024-03-10,0.34,0.0,8.0,7.0,48.0,53.0,12.0,11.0,1.0,30.0,159.0,,2024,3,10,16,0,0.97
2024-03-10,0.37,1.0,10.0,9.0,44.0,52.0,11.0,9.0,1.0,29.0,164.0,5.6,2024,3,10,17,0,0.97
2024-03-10,0.37,1.0,11.0,10.0,43.0,32.0,11.0,11.0,1.0,29.0,163.0,4.9,2024,3,10,18,0,1.0
2024-03-10,0.48,1.0,16.0,15.0,37.0,21.0,8.0,14.0,1.0,27.0,166.0,3.8,2024,3,10,19,0,1.0
2024-03-10,0.65,0.0,21.0,21.0,42.0,21.0,8.0,25.0,1.0,25.0,153.0,2.9,2024,3,10,20,0,1.0
2024-03-10,0.74,1.0,28.0,27.0,37.0,35.0,20.0,29.0,1.0,24.0,146.0,2.0,2024,3,10,21,0,1.0
2024-03-10,0.88,10.0,51.0,40.0,21.0,32.0,17.0,31.0,1.0,23.0,120.0,1.1,2024,3,10,22,0,1.0
2024-03-10,1.05,13.0,59.0,46.0,12.0,37.0,22.0,35.0,2.0,22.0,126.0,0.8,2024,3,10,23,0,1.0
2024-03-11,0.77,5.0,42.0,37.0,18.0,51.0,24.0,38.0,2.0,21.0,278.0,2.5,2024,3,11,0,0,1.0
2024-03-11,,,,,,60.0,27.0,38.0,,20.0,308.0,,2024,3,11,1,0,1.0
2024-03-11,,,,,,49.0,23.0,41.0,,19.0,326.0,1.2,2024,3,11,2,0,1.0
2024-03-11,,,,,,57.0,36.0,44.0,,18.0,98.0,0.8,2024,3,11,3,0,1.0
2024-03-11,0.92,51.0,92.0,41.0,2.0,48.0,28.0,49.0,34.0,17.0,60.0,0.9,2024,3,11,4,0,1.0
2024-03-11,0.98,27.0,64.0,37.0,2.0,51.0,28.0,52.0,30.0,16.0,355.0,,2024,3,11,5,0,1.0
2024-03-11,1.35,65.0,108.0,43.0,4.0,54.0,31.0,51.0,50.0,17.0,320.0,1.5,2024,3,11,6,0,0.95
2024-03-11,1.7,113.0,157.0,44.0,4.0,73.0,42.0,53.0,49.0,16.0,97.0,0.8,2024,3,11,7,0,0.91
2024-03-11,1.46,131.0,176.0,46.0,3.0,69.0,35.0,58.0,54.0,15.0,93.0,1.6,2024,3,11,8,0,0.94
2024-03-11,1.74,78.0,128.0,49.0,5.0,69.0,34.0,51.0,64.0,17.0,86.0,0.9,2024,3,11,9,0,0.93
2024-03-11,1.49,60.0,127.0,67.0,11.0,68.0,34.0,43.0,42.0,20.0,95.0,1.1,2024,3,11,10,0,0.87
2024-03-11,1.14,27.0,93.0,66.0,29.0,78.0,45.0,36.0,27.0,22.0,70.0,1.5,2024,3,11,11,0,0.89
2024-03-11,0.79,8.0,46.0,38.0,53.0,71.0,44.0,30.0,10.0,24.0,55.0,1.9,2024,3,11,12,0,0.96
2024-03-11,0.82,4.0,35.0,32.0,82.0,56.0,36.0,25.0,5.0,26.0,106.0,2.1,2024,3,11,13,0,0.95
2024-03-11,0.73,2.0,24.0,23.0,101.0,40.0,27.0,22.0,3.0,27.0,155.0,1.9,2024,3,11,14,0,0.91
2024-03-11,0.61,1.0,20.0,19.0,88.0,38.0,23.0,18.0,2.0,28.0,124.0,2.5,2024,3,11,15,0,0.89
2024-03-11,0.55,3.0,23.0,20.0,55.0,40.0,21.0,18.0,1.0,28.0,111.0,2.8,2024,3,11,16,0,0.97
2024-03-11,0.93,14.0,54.0,39.0,28.0,49.0,14.0,29.0,2.0,26.0,22.0,2.5,2024,3,11,17,0,0.89
2024-03-11,0.68,10.0,43.0,33.0,29.0,65.0,19.0,23.0,1.0,26.0,17.0,3.1,2024,3,11,18,0,0.95
2024-03-11,0.67,16.0,62.0,46.0,17.0,47.0,18.0,26.0,1.0,24.0,58.0,3.3,2024,3,11,19,0,1.0
2024-03-11,1.0,21.0,73.0,53.0,8.0,43.0,15.0,28.0,1.0,23.0,51.0,2.0,2024,3,11,20,0,0.97
2024-03-11,1.05,22.0,72.0,49.0,12.0,47.0,18.0,33.0,2.0,23.0,63.0,2.2,2024,3,11,21,0,1.0
2024-03-11,1.11,25.0,79.0,54.0,3.0,46.0,18.0,33.0,2.0,22.0,55.0,2.5,2024,3,11,22,0,1.0
2024-03-11,1.15,24.0,76.0,52.0,3.0,47.0,20.0,35.0,2.0,21.0,305.0,1.9,2024,3,11,23,0,1.0
2024-03-12,0.77,10.0,49.0,39.0,6.0,35.0,18.0,18.0,1.0,22.0,294.0,2.6,2024,3,12,0,0,1.0
2024-03-12,0.77,4.0,39.0,36.0,16.0,61.0,30.0,40.0,1.0,20.0,310.0,1.7,2024,3,12,1,0,1.0
2024-03-12,0.77,9.0,54.0,45.0,5.0,45.0,19.0,45.0,3.0,19.0,9.0,1.4,2024,3,12,2,0,1.0
2024-03-12,0.85,40.0,88.0,48.0,2.0,52.0,27.0,49.0,9.0,18.0,85.0,1.1,2024,3,12,3,0,1.0
2024-03-12,0.94,31.0,74.0,43.0,1.0,47.0,22.0,55.0,10.0,16.0,141.0,0.6,2024,3,12,4,0,1.0
2024-03-12,1.09,85.0,127.0,42.0,2.0,55.0,33.0,56.0,10.0,17.0,70.0,1.1,2024,3,12,5,0,1.0
2024-03-12,1.33,105.0,150.0,45.0,2.0,53.0,27.0,56.0,16.0,16.0,97.0,1.2,2024,3,12,6,0,1.0
2024-03-12,1.6,152.0,202.0,51.0,3.0,60.0,31.0,56.0,22.0,16.0,96.0,0.4,2024,3,12,7,0,0.99
2024-03-12,2.16,168.0,217.0,49.0,2.0,65.0,37.0,55.0,25.0,16.0,45.0,1.0,2024,3,12,8,0,0.94
2024-03-12,1.98,111.0,171.0,60.0,4.0,76.0,38.0,49.0,20.0,18.0,91.0,0.9,2024,3,12,9,0,0.78
2024-03-12,1.62,76.0,153.0,77.0,9.0,72.0,36.0,40.0,13.0,20.0,31.0,1.2,2024,3,12,10,0,0.85
2024-03-12,0.84,20.0,71.0,50.0,30.0,72.0,41.0,34.0,6.0,22.0,75.0,1.7,2024,3,12,11,0,0.82
2024-03-12,0.6,6.0,33.0,28.0,51.0,54.0,35.0,26.0,4.0,24.0,51.0,1.8,2024,3,12,12,0,0.84
2024-03-12,0.62,6.0,35.0,29.0,60.0,38.0,23.0,19.0,3.0,26.0,38.0,2.1,2024,3,12,13,0,0.79
2024-03-12,0.55,2.0,24.0,21.0,82.0,35.0,18.0,14.0,2.0,27.0,59.0,2.1,2024,3,12,14,0,0.77
2024-03-12,0.61,1.0,21.0,21.0,107.0,34.0,23.0,13.0,1.0,28.0,123.0,2.3,2024,3,12,15,0,0.9
2024-03-12,0.6,1.0,18.0,17.0,101.0,35.0,21.0,14.0,1.0,28.0,125.0,3.5,2024,3,12,16,0,0.87
2024-03-12,0.55,0.0,16.0,15.0,68.0,40.0,19.0,19.0,1.0,28.0,156.0,4.0,2024,3,12,17,0,0.99
2024-03-12,0.6,1.0,18.0,17.0,54.0,49.0,17.0,23.0,1.0,27.0,156.0,4.3,2024,3,12,18,0,0.9
2024-03-12,0.64,2.0,21.0,20.0,44.0,55.0,18.0,24.0,1.0,26.0,169.0,4.3,2024,3,12,19,0,0.91
2024-03-12,0.75,1.0,26.0,25.0,33.0,45.0,18.0,27.0,1.0,24.0,167.0,3.3,2024,3,12,20,0,1.0
2024-03-12,0.85,6.0,36.0,30.0,23.0,35.0,17.0,25.0,1.0,24.0,201.0,2.7,2024,3,12,21,0,1.0
2024-03-12,0.73,6.0,33.0,27.0,20.0,33.0,16.0,21.0,1.0,23.0,227.0,2.6,2024,3,12,22,0,1.0
2024-03-12,0.88,15.0,54.0,39.0,8.0,34.0,17.0,22.0,1.0,22.0,259.0,2.1,2024,3,12,23,0,1.0
2024-03-13,2.0,81.0,151.0,70.0,2.0,44.0,25.0,29.0,3.0,21.0,165.0,0.5,2024,3,13,0,0,1.0
2024-03-13,0.84,11.0,52.0,40.0,4.0,34.0,12.0,21.0,1.0,21.0,288.0,2.1,2024,3,13,1,0,1.0
2024-03-13,0.95,24.0,66.0,41.0,2.0,38.0,17.0,26.0,2.0,20.0,164.0,1.0,2024,3,13,2,0,1.0
2024-03-13,1.19,61.0,104.0,43.0,2.0,32.0,16.0,29.0,2.0,18.0,136.0,0.9,2024,3,13,3,0,1.0
2024-03-13,1.0,33.0,75.0,42.0,1.0,43.0,25.0,36.0,1.0,17.0,177.0,1.6,2024,3,13,4,0,1.0
2024-03-13,0.82,13.0,51.0,37.0,2.0,40.0,22.0,38.0,1.0,17.0,179.0,1.4,2024,3,13,5,0,1.0
2024-03-13,1.18,47.0,85.0,37.0,2.0,49.0,28.0,38.0,2.0,16.0,178.0,0.9,2024,3,13,6,0,1.0
2024-03-13,1.8,97.0,134.0,37.0,2.0,37.0,20.0,40.0,3.0,16.0,192.0,1.1,2024,3,13,7,0,0.89
2024-03-13,2.29,115.0,155.0,41.0,2.0,53.0,28.0,40.0,3.0,16.0,163.0,1.1,2024,3,13,8,0,0.95
2024-03-13,1.85,131.0,195.0,64.0,4.0,66.0,37.0,36.0,6.0,18.0,67.0,,2024,3,13,9,0,0.74
2024-03-13,1.27,55.0,120.0,65.0,11.0,64.0,31.0,30.0,5.0,20.0,43.0,1.5,2024,3,13,10,0,0.71
2024-03-13,0.83,20.0,66.0,45.0,31.0,70.0,42.0,25.0,5.0,22.0,41.0,1.7,2024,3,13,11,0,0.88
2024-03-13,0.6,6.0,33.0,27.0,55.0,48.0,25.0,21.0,3.0,24.0,67.0,2.0,2024,3,13,12,0,0.56
2024-03-13,0.55,4.0,28.0,24.0,67.0,43.0,24.0,18.0,4.0,25.0,44.0,2.1,2024,3,13,13,0,0.81
2024-03-13,0.56,1.0,20.0,19.0,88.0,31.0,18.0,16.0,4.0,26.0,122.0,2.1,2024,3,13,14,0,0.87
2024-03-13,0.65,1.0,23.0,22.0,109.0,31.0,17.0,14.0,3.0,27.0,150.0,2.2,2024,3,13,15,0,0.81
2024-03-13,0.71,1.0,28.0,27.0,112.0,41.0,23.0,14.0,3.0,27.0,15.0,1.7,2024,3,13,16,0,0.86
2024-03-13,0.74,2.0,30.0,28.0,96.0,43.0,25.0,14.0,3.0,28.0,193.0,2.1,2024,3,13,17,0,0.98
2024-03-13,0.59,0.0,18.0,18.0,78.0,48.0,28.0,19.0,2.0,27.0,147.0,3.5,2024,3,13,18,0,0.91
2024-03-13,0.65,0.0,21.0,21.0,58.0,52.0,23.0,20.0,2.0,26.0,152.0,3.4,2024,3,13,19,0,1.0
2024-03-13,0.71,0.0,25.0,25.0,48.0,53.0,20.0,22.0,1.0,24.0,158.0,3.1,2024,3,13,20,0,1.0
2024-03-13,0.83,0.0,33.0,33.0,41.0,44.0,19.0,23.0,1.0,23.0,140.0,1.9,2024,3,13,21,0,0.95
2024-03-13,0.91,1.0,38.0,37.0,31.0,49.0,23.0,26.0,1.0,22.0,143.0,1.7,2024,3,13,22,0,0.91
2024-03-13,1.2,12.0,61.0,48.0,16.0,50.0,30.0,28.0,2.0,22.0,132.0,1.1,2024,3,13,23,0,1.0
2024-03-14,1.28,63.0,109.0,45.0,3.0,42.0,23.0,26.0,2.0,21.0,35.0,1.1,2024,3,14,0,0,1.0
2024-03-14,1.86,60.0,124.0,64.0,3.0,59.0,32.0,30.0,2.0,20.0,196.0,1.7,2024,3,14,1,0,1.0
2024-03-14,1.19,13.0,70.0,57.0,3.0,59.0,31.0,31.0,1.0,20.0,177.0,0.9,2024,3,14,2,0,1.0
2024-03-14,1.32,47.0,102.0,55.0,2.0,51.0,29.0,34.0,2.0,19.0,109.0,0.8,2024,3,14,3,0,1.0
2024-03-14,1.27,69.0,119.0,50.0,2.0,41.0,21.0,36.0,3.0,18.0,161.0,0.4,2024,3,14,4,0,1.0
2024-03-14,1.42,75.0,121.0,46.0,2.0,42.0,23.0,39.0,3.0,18.0,186.0,0.9,2024,3,14,5,0,1.0
2024-03-14,1.31,49.0,92.0,43.0,2.0,50.0,32.0,39.0,2.0,17.0,206.0,1.4,2024,3,14,6,0,0.92
2024-03-14,1.62,65.0,107.0,42.0,1.0,42.0,23.0,40.0,2.0,17.0,199.0,0.7,2024,3,14,7,0,0.91
2024-03-14,2.41,135.0,182.0,46.0,2.0,47.0,25.0,40.0,4.0,17.0,189.0,0.8,2024,3,14,8,0,0.87
2024-03-14,1.94,75.0,159.0,85.0,9.0,60.0,35.0,30.0,4.0,21.0,339.0,1.2,2024,3,14,10,0,0.9
2024-03-14,1.46,31.0,111.0,80.0,28.0,79.0,45.0,24.0,3.0,23.0,63.0,1.4,2024,3,14,11,0,0.71
2024-03-14,0.8,9.0,45.0,36.0,48.0,73.0,46.0,14.0,1.0,25.0,131.0,2.2,2024,3,14,12,0,0.89
2024-03-14,0.55,4.0,23.0,19.0,56.0,44.0,28.0,10.0,1.0,27.0,157.0,2.1,2024,3,14,13,0,0.75
2024-03-14,0.37,2.0,13.0,11.0,52.0,42.0,18.0,8.0,1.0,28.0,88.0,2.6,2024,3,14,14,0,0.91
2024-03-14,0.44,4.0,17.0,13.0,48.0,30.0,11.0,8.0,1.0,29.0,162.0,2.7,2024,3,14,15,0,0.83
2024-03-14,0.5,3.0,16.0,13.0,49.0,33.0,11.0,9.0,1.0,29.0,159.0,4.6,2024,3,14,16,0,0.79
2024-03-14,0.42,2.0,13.0,12.0,50.0,35.0,10.0,9.0,1.0,29.0,161.0,4.8,2024,3,14,17,0,0.98
2024-03-14,0.46,2.0,17.0,14.0,43.0,37.0,11.0,11.0,1.0,28.0,166.0,5.4,2024,3,14,18,0,0.98
2024-03-14,0.53,2.0,19.0,17.0,36.0,40.0,13.0,13.0,1.0,26.0,168.0,5.5,2024,3,14,19,0,0.88
2024-03-14,0.74,4.0,30.0,26.0,31.0,41.0,12.0,18.0,1.0,25.0,175.0,4.3,2024,3,14,20,0,1.0
2024-03-14,0.89,2.0,35.0,32.0,34.0,35.0,17.0,22.0,1.0,24.0,174.0,3.1,2024,3,14,21,0,1.0
2024-03-14,0.87,4.0,35.0,32.0,21.0,45.0,30.0,23.0,1.0,23.0,157.0,1.7,2024,3,14,22,0,1.0
